PROLIFIC_ID,Consent,nationality,country,resident,FFQ_1,FFQ_2,FFQ_3,FFQ_4,FFQ_5,FFQ_6,FFQ_7,FFQ_8,FFQ_9,FFQ_10,FFQ_11,FFQ_12,FFQ_13,FFQ_14,FFQ_15,interest_T1,attitude_T1,intentionuni_T1,intentionbi_T1,cons_now_perc,cons_next_perc,cons_six_perc,man_check,politics,age,gender,veg,condition,format,norm_info,interest_T2,attitude_T2,intentionuni_T2,intentionbi_T2,FFQ_T2_1,FFQ_T2_2,FFQ_T2_3,FFQ_T2_4,FFQ_T2_5,FFQ_T2_6,FFQ_T2_7,FFQ_T2_8,FFQ_T2_9,FFQ_T2_10,FFQ_T2_11,FFQ_T2_12,FFQ_T2_13,FFQ_T2_14,FFQ_T2_15,think_reduce,why_think,active_reduce,cons_proj,cons_proj_c,FFQ_T1_meat,genderbi,age_c,prob_time,read_time,complete
cHicOIMXQF,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,2,4,0,2,2,4,0,5,3,5,1,1,0,6,0,30,78,50,50,3,8,20,More people are eating less meat,3,19,Male,No,none,none,none,34,32,34,52,2,3,0,0,1,2,0,4,3,5,0,2,1,5,0,No,I felt like maintaining my current intake,No,10.333333333333334,-30.90288888888889,12,Male,-20.417611741160776,0,5.366,1
chwtznO4dK,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,4,2,0,1,1,4,0,0,6,5,0,0,1,6,1,22,86,21,50,33,40,60,More people are eating less meat,5,60,Male,No,dy_text,text,dynamic,50,50,65,50,21,1,0,1,0,3,0,0,7,5,0,0,1,5,3,No,i think my diet was varied and eating less meat did not seem an option,No,44.333333333333336,3.0971111111111114,8,Male,20.582388258839224,0,13.713,1
Ci4Er90hAl,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,3,2,0,1,1,1,1,1,6,14,3,1,0,7,0,0,0,0,50,33,21,5,More people are eating less meat,4,63,Female,No,dy_graph,visual,dynamic,1,1,1,51,3,2,0,0,2,1,0,2,4,7,4,0,0,3,0,No,I Didn't because I like meat.,No,19.666666666666668,-21.569555555555556,6,Female,23.582388258839224,0,17.813,1
CIdxxAM6T7,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,4,14,1,3,0,2,0,7,7,7,0,0,0,14,7,6,10,2,50,15,20,30,More people are eating less meat,6,33,Male,No,dy_graph,visual,dynamic,4,13,1,65,2,7,1,2,0,2,0,7,7,3,0,0,0,7,0,No,i regularly eat a high protein diet,No,21.666666666666668,-19.569555555555556,20,Male,-6.417611741160776,0,10.287,1
CjsvTQhget,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,4,2,0,1,0,0,0,1,1,2,2,0,0,4,0,38,78,32,60,46,43,41,People are eating about the same amount of meat,4,48,Female,No,none,none,none,56,48,75,51,4,3,0,0,0,0,0,1,0,1,1,0,0,4,0,No,I don't eat much meat anyway,No,43.333333333333336,2.0971111111111114,3,Female,8.582388258839224,0,1.1,1
CjXjjC4mIT,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,7,7,0,0,1,0,0,7,7,7,0,1,1,14,4,50,51,51,50,40,52,70,More people are eating less meat,4,45,Female,No,dy_graph,visual,dynamic,81,81,79,50,7,0,0,2,2,2,0,14,4,14,0,0,5,0,0,Yes,Used Vegan alternatives,No,54,12.763777777777776,8,Female,5.582388258839224,0,14.377,1
Ck5q7la4kd,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,3,3,1,3,1,1,0,3,14,28,4,4,0,6,1,48,51,49,45,36,40,75,More people are eating less meat,1,21,Female,No,dy_text,text,dynamic,63,68,66,25,3,2,0,1,0,0,0,1,28,28,1,14,0,6,0,Yes,"I used to have meat in every single meal, in this past week I have had several with no meat.",Yes,50.333333333333336,9.097111111111111,9,Female,-18.417611741160776,0,39.426,1
cKY15xG4pf,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,14,3,0,1,0,0,0,1,1,1,0,0,1,3,0,51,71,44,33,51,42,69,More people are eating less meat,3,29,Female,No,dy_graph,visual,dynamic,50,54,48,53,3,0,0,1,0,0,0,0,2,0,0,1,0,3,0,No,Didnt change habits,No,54,12.763777777777776,4,Female,-10.417611741160776,0,6.245,1
clbQmU6TEp,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,4,3,1,1,0,1,0,1,0,3,0,0,0,14,0,1,19,3,51,48,53,66,More people are eating less meat,3,43,Male,No,dy_graph,visual,dynamic,26,11,3,51,5,3,0,2,0,1,1,2,0,3,0,1,0,7,0,No,"No interest in doing so, just maintained my normal level of meat consumption.",No,55.666666666666664,14.43044444444444,6,Male,3.5823882588392237,0,34.842,1
cmGaN259lw,"Yes, I am over 18 years old, and I consent to take part in this study",British,Scottish,Yes,5,3,0,1,2,1,0,0,14,14,5,2,0,7,0,25,50,26,50,20,25,40,More people are eating less meat,2,51,Female,No,dy_text,text,dynamic,24,52,26,52,5,3,0,1,2,1,0,0,21,14,3,3,0,14,0,No,"I don't think I reduced my meat consumption last week as I ate pretty normally, and with no aim to reduce meat consumption.",No,28.333333333333332,-12.902888888888892,7,Female,11.582388258839224,0,8.542,1
cnQEWT3dlu,"Yes, I am over 18 years old, and I consent to take part in this study",British,Welsh,Yes,7,3,0,0,1,2,0,5,14,14,0,0,0,5,0,10,52,8,51,10,14,22,More people are eating less meat,1,38,Female,No,none,none,none,22,49,22,50,5,3,0,0,0,2,0,5,14,7,0,0,0,7,0,No,ate the same as normal,No,15.333333333333334,-25.90288888888889,6,Female,-1.4176117411607763,0,4.196,1
cOBjnDqc5d,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,21,6,1,4,2,4,0,7,7,6,1,0,0,14,0,10,10,4,50,20,25,30,People are eating about the same amount of meat,4,33,Female,No,st_graph,visual,static,30,35,49,64,14,5,0,4,2,0,0,7,7,7,0,2,0,7,0,No,Wasn’t interested in eating less meat.,No,25,-16.236222222222224,17,Female,-6.417611741160776,0,17.002,1
cOJjfgBLrz,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,3,7,0,1,0,0,0,0,28,21,1,0,1,5,0,38,35,36,50,62,65,47,People are eating about the same amount of meat,5,55,Female,No,st_graph,visual,static,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,16.763777777777776,8,Female,15.582388258839224,0,24.558,0
cOKW8S9c9m,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,7,3,1,0,1,0,0,1,3,1,0,0,0,14,0,58,67,68,35,28,40,52,More people are eating less meat,4,29,Female,No,st_text,text,static,74,71,71,40,2,2,0,0,0,0,0,1,5,2,0,0,0,14,0,Yes,I only ate a very small qmount of meat,No,40,-1.2362222222222243,5,Female,-10.417611741160776,0,16.335,1
CoP8DTjhwp,"Yes, I am over 18 years old, and I consent to take part in this study",British,Welsh,Yes,28,2,0,3,1,1,0,2,21,14,2,1,0,7,7,85,81,83,54,80,75,64,More people are eating less meat,4,62,Female,No,st_text,text,static,51,100,51,52,7,4,0,3,0,1,0,0,21,7,1,1,0,14,0,No,I ate the same amount of meat as I usually do.,No,73,31.763777777777776,7,Female,22.582388258839224,0,18.369,1
cOr2Ky6eFP,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,7,2,0,5,1,2,0,2,7,7,2,2,0,2,5,50,100,27,50,25,27,33,More people are eating less meat,2,30,Male,No,dy_graph,visual,dynamic,52,75,27,50,5,2,0,5,0,2,0,2,7,6,2,2,0,2,5,Yes,Climate change,Yes,28.333333333333332,-12.902888888888892,10,Male,-9.417611741160776,0,45.238,1
CPFz929mQG,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,5,4,1,1,1,0,0,1,4,5,0,2,0,5,0,100,100,100,34,10,10,25,More people are eating less meat,2,41,Male,No,dy_graph,visual,dynamic,67,90,93,49,5,3,1,2,1,0,0,2,4,7,0,2,0,4,0,No,I wasn't trying to.,No,15,-26.236222222222224,7,Male,1.5823882588392237,0,15.882,1
cQNHzEWDud,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,3,3,0,1,0,1,0,1,4,14,0,3,0,14,0,67,65,73,48,31,42,64,More people are eating less meat,2,20,Female,No,dy_text,text,dynamic,72,78,74,44,4,3,0,0,0,1,0,3,5,6,1,0,0,7,0,No,"Usually I reduce my meat consumption when I'm at uni and have a bit more control over what I'm eating, however I am home for the holidays and so am staying with my parents",No,45.666666666666664,4.43044444444444,5,Female,-19.417611741160776,0,16.074,1
CQXcckAy7s,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,4,1,0,4,1,3,0,3,0,2,2,0,0,2,0,0,0,0,51,3,3,2,People are eating about the same amount of meat,5,44,Female,No,dy_text,text,dynamic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6666666666666665,-38.56955555555556,9,Female,4.582388258839224,0,16.103,0
Crjy1SPqMc,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,3,1,1,0,1,0,1,2,3,2,4,2,0,4,0,50,38,60,33,15,20,20,More people are eating less meat,5,66,Male,No,dy_text,text,dynamic,30,25,48,49,2,1,1,1,1,1,0,2,4,3,3,1,0,5,0,No,"habit, and taste in meat products consumed, which were all high in protein",No,18.333333333333332,-22.902888888888892,4,Male,26.582388258839224,0,19.753,1
csxyQ7ktH1,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,7,3,0,2,5,2,2,7,21,21,3,5,1,28,4,72,58,64,34,41,45,83,More people are eating less meat,3,25,Female,No,st_graph,visual,static,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.333333333333336,15.097111111111111,14,Female,-14.417611741160776,0,13.39,0
ct0whFPrn9,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,7,2,0,2,2,1,1,6,7,7,1,3,2,5,0,80,73,82,34,60,65,80,More people are eating less meat,2,26,Male,No,dy_graph,visual,dynamic,71,75,71,26,7,0,0,2,2,1,0,4,6,5,0,0,2,6,0,Yes,I ate less than usual,Yes,68.33333333333333,27.097111111111104,8,Male,-13.417611741160776,0,13.856,1
CtvDbSFFS9,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,1,2,0,4,2,0,0,2,14,14,2,2,0,4,7,84,90,92,49,56,68,85,More people are eating less meat,4,40,Female,No,st_graph,visual,static,88,80,80,60,3,1,0,3,1,0,0,1,7,6,5,1,0,4,5,No,I ate the same,No,69.66666666666667,28.430444444444447,8,Female,0.5823882588392237,0,7.058,1
cUhXhQ9XfV,"Yes, I am over 18 years old, and I consent to take part in this study",British,Welsh,Yes,7,5,0,1,4,3,1,3,7,21,0,1,1,3,0,51,49,52,33,35,45,60,More people are eating less meat,1,27,Male,No,none,none,none,50,50,59,35,6,4,0,0,4,5,0,4,1,14,0,3,2,6,0,No,Haven't really changed the usual routine,No,46.666666666666664,5.43044444444444,14,Male,-12.417611741160776,0,4.558,1
cVVxH73T1G,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,14,1,1,1,1,1,0,1,4,6,0,2,1,14,2,85,100,74,73,53,64,69,More people are eating less meat,2,42,Male,No,st_graph,visual,static,69,81,72,46,5,1,0,1,0,1,0,0,4,7,0,1,1,7,2,Yes,"Have discovered some tasty stuffed peppers at my local supermarket, had them twice this week",No,62,20.763777777777776,5,Male,2.5823882588392237,0,19.206,1
cwCuHFDEN2,"Yes, I am over 18 years old, and I consent to take part in this study",British,Scottish,Yes,7,3,0,2,1,2,0,0,2,7,2,5,1,2,0,52,48,49,32,40,45,70,More people are eating less meat,4,41,Male,No,dy_text,text,dynamic,70,52,74,50,3,3,0,2,1,2,0,1,4,7,2,4,1,3,0,No,Had the usual amount of meat,No,51.666666666666664,10.43044444444444,8,Male,1.5823882588392237,0,23.832,1
CWleXu2Yko,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,6,1,0,3,1,0,0,4,7,5,1,0,1,7,0,65,24,46,73,69,67,49,More people are eating less meat,3,77,Male,No,none,none,none,84,81,72,37,6,0,0,4,1,0,0,4,14,5,0,2,0,7,0,Yes,Only one meal including meat,No,61.666666666666664,20.43044444444444,5,Male,37.582388258839224,0,5.344,1
cxyysQoOrb,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,1,4,1,1,1,3,1,2,7,3,1,0,0,3,0,45,38,51,33,33,33,25,More people are eating less meat,5,68,Female,No,st_graph,visual,static,40,87,32,45,3,2,0,0,1,4,0,1,7,2,0,0,0,2,0,No,Because I had several meat dishes in the freezer,No,30.333333333333332,-10.902888888888892,11,Female,28.582388258839224,0,40.401,1
cyYJrJoElE,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,7,3,1,0,0,3,0,0,0,2,1,0,0,6,0,50,49,50,50,10,10,20,People are eating about the same amount of meat,4,28,Male,No,st_graph,visual,static,12,81,11,51,5,3,0,1,4,2,0,2,0,4,2,0,0,2,0,No,I didnt need to,No,13.333333333333334,-27.90288888888889,7,Male,-11.417611741160776,0,9.34,1
D0jAMo3FZZ,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,7,7,0,2,1,0,1,1,7,7,3,1,1,3,0,13,15,20,65,36,44,65,More people are eating less meat,3,19,Male,No,dy_graph,visual,dynamic,23,29,17,63,3,6,0,0,1,0,1,2,5,7,3,2,0,5,0,No,As I made no effort to do so,No,48.333333333333336,7.097111111111111,11,Male,-20.417611741160776,0,6.382,1
D23cqck0fb,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,2,1,0,4,0,0,0,1,7,7,0,0,2,7,28,100,100,100,71,46,50,62,More people are eating less meat,2,38,Female,No,st_graph,visual,static,97,96,99,74,2,1,1,3,0,0,0,1,6,5,0,0,1,7,28,No,It has stayed about the same,No,52.666666666666664,11.43044444444444,5,Female,-1.4176117411607763,0,13.228,1
D2fmtrLPG9,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,6,3,0,2,1,1,0,2,5,14,3,3,2,5,2,92,91,78,32,60,69,82,More people are eating less meat,2,21,Female,No,none,none,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.33333333333333,29.097111111111104,7,Female,-18.417611741160776,0,4.157,0
D2MYF6vfda,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,21,1,0,0,1,0,0,2,7,4,0,0,0,7,0,1,84,0,49,15,21,35,People are eating about the same amount of meat,3,57,Female,No,none,none,none,19,22,18,50,5,0,0,0,4,0,0,2,7,6,0,0,0,7,0,No,I wasn't trying to.,No,23.666666666666668,-17.569555555555556,2,Female,17.582388258839224,0,10.676,1
daahJ0R1xo,"Yes, I am over 18 years old, and I consent to take part in this study",British,Welsh,Yes,28,3,0,1,2,0,0,2,3,3,1,2,0,2,0,59,50,56,42,31,33,46,More people are eating less meat,4,55,Male,No,dy_text,text,dynamic,80,74,71,33,5,1,0,0,2,1,1,2,3,2,1,0,0,3,0,Yes,i ate less meat,Yes,36.666666666666664,-4.56955555555556,6,Male,15.582388258839224,0,15.113,1
dAZQ0hGIPk,"Yes, I am over 18 years old, and I consent to take part in this study",British,Scottish,Yes,7,1,0,1,1,1,3,4,4,6,0,1,2,7,0,78,39,39,53,14,19,44,People are eating about the same amount of meat,2,21,Male,No,none,none,none,31,53,20,51,7,0,0,1,0,3,0,5,3,7,0,4,0,7,0,No,Didn't try,No,25.666666666666668,-15.569555555555556,7,Male,-18.417611741160776,0,54.193,1
DBU5UJ3NGl,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,3,1,1,1,1,0,0,4,6,3,1,1,1,3,0,47,49,50,47,30,10,16,People are eating about the same amount of meat,5,29,Male,No,st_graph,visual,static,54,55,62,64,4,1,0,1,0,0,0,4,5,3,1,1,2,2,0,Yes,The price went up on meat so didn't buy as much,No,18.666666666666668,-22.569555555555556,4,Male,-10.417611741160776,0,15.231,1
DbzdufsuoQ,"Yes, I am over 18 years old, and I consent to take part in this study",British,Welsh,Yes,7,5,2,3,1,3,2,6,6,21,1,2,0,14,0,50,71,50,51,5,5,20,More people are eating less meat,4,29,Female,No,st_graph,visual,static,46,88,20,32,2,4,0,2,0,3,3,2,5,21,0,2,0,3,0,Yes,reduced eating window so had more snacks and fewer full meals,No,10,-31.236222222222224,16,Female,-10.417611741160776,0,11.507,1
dc3vnMl3c1,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,2,1,0,1,0,1,1,1,14,7,5,4,0,3,0,75,40,70,31,15,39,66,People are eating about the same amount of meat,4,53,Female,No,st_graph,visual,static,84,36,85,20,4,1,0,3,0,1,2,0,14,6,3,2,0,4,0,Yes,I’d planned to do so,Yes,40,-1.2362222222222243,4,Female,13.582388258839224,0,31.164,1
DcabTQ8tfb,"Yes, I am over 18 years old, and I consent to take part in this study",British,Scottish,Yes,14,2,1,1,1,1,1,2,5,7,7,2,1,14,0,34,38,26,50,34,42,61,More people are eating less meat,5,49,Male,No,dy_graph,visual,dynamic,33,50,34,50,7,4,0,2,2,1,0,2,5,7,4,2,0,14,0,No,Just ate as normal without giving it too much thought,No,45.666666666666664,4.43044444444444,7,Male,9.582388258839224,0,25.74,1
DCUzhFGbMw,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,21,2,0,2,1,1,0,1,14,14,1,2,3,4,0,88,68,97,36,15,15,40,More people are eating less meat,4,59,Male,No,st_text,text,static,86,85,87,19,7,4,0,5,0,0,0,0,14,14,0,1,0,1,3,Yes,I received a text from my GP last Friday telling me that I was pre-diabetic,Yes,23.333333333333332,-17.902888888888892,6,Male,19.582388258839224,0,8.999,1
dDBcgPSGtD,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,1,3,0,7,0,3,0,7,1,7,1,1,0,2,0,1,1,1,51,9,9,27,More people are eating less meat,4,64,Female,No,st_text,text,static,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,-26.236222222222224,13,Female,24.582388258839224,0,21.3,0
DDpqS4XxhC,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,14,5,0,2,5,1,0,4,7,7,0,3,0,5,0,64,51,52,50,51,59,75,More people are eating less meat,4,32,Female,No,st_graph,visual,static,66,51,56,51,14,3,0,3,3,0,0,3,14,6,0,2,0,3,0,No,NA,No,61.666666666666664,20.43044444444444,13,Female,-7.417611741160776,0,22.592,1
Df1N38wvvV,"Yes, I am over 18 years old, and I consent to take part in this study",Irish,NA,Yes,21,4,0,2,3,1,0,2,28,14,3,1,0,14,0,79,66,70,49,42,50,62,More people are eating less meat,3,55,Female,No,dy_graph,visual,dynamic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.333333333333336,10.097111111111111,10,Female,15.582388258839224,0,24.903,0
dgdeBHwJ69,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,4,3,1,1,1,2,1,2,1,4,2,1,1,3,0,5,0,52,65,15,35,40,More people are eating less meat,4,25,Female,No,dy_graph,visual,dynamic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,-11.236222222222224,9,Female,-14.417611741160776,0,6.571,0
DHcnRIcmEY,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,14,3,0,3,0,1,1,1,3,6,7,2,1,5,1,54,78,67,24,61,70,73,More people are eating less meat,3,29,Female,No,dy_text,text,dynamic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,26.763777777777776,8,Female,-10.417611741160776,0,11.86,0
dIhyyWOaAt,"Yes, I am over 18 years old, and I consent to take part in this study",British,Scottish,Yes,5,0,0,4,2,2,1,3,0,7,1,1,0,0,0,78,65,76,40,10,15,35,More people are eating less meat,3,30,Male,No,none,none,none,77,63,41,38,5,3,0,2,2,3,0,2,1,6,0,0,0,0,0,No,NA,No,20,-21.236222222222224,9,Male,-9.417611741160776,0,3.653,1
diYAkF42a5,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,2,4,1,1,1,1,1,1,1,4,0,0,0,5,0,49,72,32,52,36,43,55,More people are eating less meat,2,43,Female,No,none,none,none,51,62,34,51,5,4,0,1,1,1,0,0,2,5,0,0,0,7,0,No,because I had no intention of changing my eating habits in the last week,No,44.666666666666664,3.43044444444444,9,Female,3.5823882588392237,0,1.384,1
dJ8VKfnO5O,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,5,1,0,1,4,2,1,4,5,5,5,1,1,4,1,38,63,53,52,22,29,45,More people are eating less meat,4,41,Male,No,dy_text,text,dynamic,56,58,52,37,3,4,0,2,2,1,0,2,1,3,2,0,0,2,0,No,same weekly consumption,No,32,-9.236222222222224,9,Male,1.5823882588392237,0,7.222,1
DJKqpH35aK,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,14,0,0,3,0,0,0,3,7,14,7,3,3,7,7,100,0,100,0,80,75,60,More people are eating less meat,3,36,Female,Yes,dy_text,text,dynamic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.66666666666667,30.430444444444447,3,Female,-3.4176117411607763,0,13.497,0
dKKXJvUBUj,"Yes, I am over 18 years old, and I consent to take part in this study",British,Northern Irish,Yes,4,7,0,1,7,2,1,2,2,14,2,2,2,21,21,51,46,68,51,30,35,50,More people are eating less meat,4,56,Male,No,dy_text,text,dynamic,81,47,61,48,4,4,0,0,7,1,0,3,2,14,3,3,0,4,14,Yes,It was my birthday. I ate a lot of pastries and cakes!,No,38.333333333333336,-2.9028888888888886,18,Male,16.582388258839224,0,18.268,1
dlDmWKL0ih,"Yes, I am over 18 years old, and I consent to take part in this study",British,Scottish,Yes,7,2,0,1,1,2,0,2,6,6,0,1,0,2,0,50,51,48,49,20,30,50,More people are eating less meat,4,51,Male,No,none,none,none,46,74,95,49,14,2,0,0,0,1,0,1,14,5,0,1,0,2,0,Yes,NA,No,33.333333333333336,-7.902888888888889,6,Male,11.582388258839224,0,3.273,1
DM5Qce0kdG,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,0,6,0,0,5,1,0,5,5,7,0,0,0,0,14,52,65,60,66,11,18,26,Fewer people are eating less meat,2,23,Female,No,st_graph,visual,static,56,72,62,62,0,5,0,0,1,3,0,5,4,14,1,0,0,4,2,Yes,Didn’t really eat any meat at lunch time as it was mostly vegan or vegetarian food I made,No,18.333333333333332,-22.902888888888892,12,Female,-16.417611741160776,0,8.411,1
DmAMSb5tW1,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,2,2,1,4,2,1,1,2,3,3,4,3,1,3,1,75,74,74,25,18,20,25,More people are eating less meat,2,49,Male,No,st_graph,visual,static,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,-20.236222222222224,11,Male,9.582388258839224,0,27.575,0
dMF2rIVBQT,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,4,3,1,0,3,1,0,2,1,2,0,0,2,2,3,67,94,65,65,28,58,54,People are eating about the same amount of meat,4,23,Male,No,st_text,text,static,47,88,53,63,4,5,3,2,3,4,2,4,2,1,0,0,2,1,3,No,Because I literally haven’t but I should,Yes,46.666666666666664,5.43044444444444,8,Male,-16.417611741160776,1,2.856,1
DNjDeoQB6A,"Yes, I am over 18 years old, and I consent to take part in this study",British,Scottish,Yes,7,3,1,1,1,1,0,2,21,14,1,0,0,14,0,5,82,4,54,2,2,3,People are eating about the same amount of meat,6,52,Female,No,none,none,none,6,72,5,49,6,4,0,1,1,2,0,1,28,7,2,0,0,5,0,No,I ate what I usually eat.,No,2.3333333333333335,-38.90288888888889,7,Female,12.582388258839224,0,3.042,1
dNllMuv7xv,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,21,7,0,2,1,2,0,2,4,7,1,2,3,1,0,50,51,82,50,39,45,57,More people are eating less meat,3,39,Male,No,dy_text,text,dynamic,66,48,59,50,2,3,0,0,0,1,0,1,5,5,1,1,0,3,0,Yes,I have chosen non meat alternatives more,No,47,5.763777777777776,12,Male,-0.41761174116077626,0,19.075,1
dNSMcBm1Qy,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,5,1,0,1,0,1,2,1,3,3,0,1,0,5,0,35,27,43,65,33,37,55,Fewer people are eating less meat,3,27,Female,No,dy_text,text,dynamic,26,50,20,51,6,1,0,1,0,2,0,0,3,2,0,1,0,2,0,No,NA,No,41.666666666666664,0.43044444444443997,5,Female,-12.417611741160776,0,23.488,1
dOdqtXRD6W,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,5,1,0,1,1,0,0,4,2,6,1,3,1,14,2,43,72,57,68,33,36,42,More people are eating less meat,3,24,Male,No,dy_text,text,dynamic,50,57,61,50,2,4,0,0,1,1,1,0,2,3,0,0,0,3,3,No,"My partner who is vegetarian was away this week, so I had more freedom over what I ate, and I chose to eat meat more as I don't often get the opportunity",No,37,-4.236222222222224,3,Male,-15.417611741160776,0,19.115,1
DoEKeSavhW,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,2,7,0,0,0,2,0,3,6,6,0,2,0,7,0,55,67,32,48,34,41,53,People are eating about the same amount of meat,2,32,Female,No,st_graph,visual,static,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.666666666666664,1.43044444444444,9,Female,-7.417611741160776,0,11.261,0
DPk55ESDkN,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,4,4,0,1,1,3,0,5,3,7,0,7,3,7,0,2,30,2,67,54,55,63,More people are eating less meat,4,43,Female,No,dy_text,text,dynamic,20,48,21,67,4,4,0,1,2,4,0,3,4,6,0,4,2,4,0,No,I always eat the same thing,No,57.333333333333336,16.09711111111111,9,Female,3.5823882588392237,0,11.8,1
dqQdhd1aOt,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,5,5,0,1,2,2,1,3,5,6,3,0,0,6,0,8,15,4,64,56,69,87,Fewer people are eating less meat,3,32,Female,No,none,none,none,4,8,7,64,5,2,0,2,2,0,0,3,3,2,2,2,0,5,0,No,NA,No,70.66666666666667,29.430444444444447,11,Female,-7.417611741160776,0,5.326,1
DqqyrwBnak,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,7,2,0,2,0,1,0,2,1,5,1,1,0,4,0,69,81,60,50,40,45,55,More people are eating less meat,3,66,Male,No,none,none,none,70,73,67,51,7,2,0,1,0,2,0,3,2,5,0,1,0,4,0,No,Standard daily meals,No,46.666666666666664,5.43044444444444,5,Male,26.582388258839224,0,4.672,1
dQZxRxg0jE,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,5,0,0,0,0,0,0,1,4,14,3,3,5,7,5,0,0,100,51,32,38,47,More people are eating less meat,1,21,Female,Yes,none,none,none,100,100,100,50,4,0,0,0,0,0,0,1,5,14,3,4,5,6,4,No,I am a vegetarian so I was not eating any meat to begin with so it was impossible for me to reduce it,No,39,-2.2362222222222243,0,Female,-18.417611741160776,0,2.345,1
