PROLIFIC_ID,Consent,nationality,country,resident,FFQ_1,FFQ_2,FFQ_3,FFQ_4,FFQ_5,FFQ_6,FFQ_7,FFQ_8,FFQ_9,FFQ_10,FFQ_11,FFQ_12,FFQ_13,FFQ_14,FFQ_15,interest_T1,attitude_T1,intentionuni_T1,intentionbi_T1,cons_now_perc,cons_next_perc,cons_six_perc,man_check,politics,age,gender,veg,condition,format,norm_info,interest_T2,attitude_T2,intentionuni_T2,intentionbi_T2,FFQ_T2_1,FFQ_T2_2,FFQ_T2_3,FFQ_T2_4,FFQ_T2_5,FFQ_T2_6,FFQ_T2_7,FFQ_T2_8,FFQ_T2_9,FFQ_T2_10,FFQ_T2_11,FFQ_T2_12,FFQ_T2_13,FFQ_T2_14,FFQ_T2_15,think_reduce,why_think,active_reduce,cons_proj,cons_proj_c,FFQ_T1_meat,genderbi,age_c,prob_time,read_time,complete
IctL64UwVL,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,14,4,0,0,1,2,0,1,0,3,1,1,0,6,0,16,87,8,70,27,49,19,More people are eating less meat,2,25,Male,No,dy_text,text,dynamic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.666666666666668,-9.569555555555556,7,Male,-14.417611741160776,0,37.157,0
iDZ1NaZOvg,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,1,3,0,1,0,0,0,1,2,2,4,0,0,4,4,10,10,8,51,10,12,14,More people are eating less meat,4,36,Female,No,dy_text,text,dynamic,0,11,0,53,7,4,0,1,0,0,0,0,2,3,6,0,0,5,0,No,NA,No,12,-29.236222222222224,4,Female,-3.4176117411607763,0,24.221,1
IGdqcDpZHy,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,3,3,0,1,2,1,1,2,2,1,0,0,0,3,0,22,38,42,50,25,35,30,More people are eating less meat,2,21,Male,No,none,none,none,27,50,27,50,3,3,0,1,1,1,0,3,1,1,0,0,1,0,0,No,I ate the usual meals that I tend to eat.,No,30,-11.236222222222224,8,Male,-18.417611741160776,0,7.143,1
IgJLWVCRsI,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,14,2,1,1,2,1,0,3,1,2,0,1,0,14,0,51,60,66,51,40,50,70,More people are eating less meat,4,42,Male,No,none,none,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.333333333333336,12.097111111111111,7,Male,2.5823882588392237,0,2.898,0
iH12NCwYjG,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,5,3,1,1,1,3,0,1,14,7,3,3,1,7,0,58,54,91,47,36,51,66,More people are eating less meat,4,30,Female,No,none,none,none,61,41,57,39,2,3,1,3,0,2,0,2,7,6,0,2,0,7,1,Yes,Costs,No,51,9.763777777777776,9,Female,-9.417611741160776,0,1.793,1
Ih8bH2c4QO,"Yes, I am over 18 years old, and I consent to take part in this study",British,Scottish,Yes,2,3,0,1,0,2,0,1,4,7,2,1,0,2,0,29,75,44,50,33,45,65,More people are eating less meat,3,23,Male,No,dy_graph,visual,dynamic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.666666666666664,6.43044444444444,6,Male,-16.417611741160776,0,22.82,0
iI2v5YeefN,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,7,4,0,2,3,3,2,5,6,6,1,2,0,4,0,31,60,64,71,51,50,65,More people are eating less meat,6,34,Male,No,none,none,none,90,84,80,56,7,3,0,3,1,2,2,4,4,6,1,2,0,5,0,Yes,Cutting down on red meats,Yes,55.333333333333336,14.097111111111111,14,Male,-5.417611741160776,0,3.701,1
iIhmtgqpsG,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,5,2,0,1,2,2,0,2,5,7,3,2,0,7,0,29,49,64,52,30,40,90,More people are eating less meat,2,44,Male,No,st_text,text,static,58,63,58,49,7,2,0,2,1,1,0,5,5,7,1,1,0,7,0,No,I have noticed no change in meat consumption compared to usual.,No,53.333333333333336,12.097111111111111,7,Male,4.582388258839224,0,5.278,1
iimksLAkP7,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,21,3,1,1,2,1,0,4,0,5,0,1,0,14,0,100,100,100,48,33,40,65,More people are eating less meat,4,34,Female,No,dy_graph,visual,dynamic,97,100,79,63,14,4,0,0,2,1,0,5,2,5,0,2,0,14,0,Yes,Tried to make a conscious effort to do so,Yes,46,4.763777777777776,8,Female,-5.417611741160776,0,18.475,1
IiT3KndB4k,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,7,1,0,2,2,1,1,3,28,14,0,0,0,21,0,81,89,51,48,38,43,59,More people are eating less meat,5,27,Male,No,dy_graph,visual,dynamic,51,55,49,54,14,4,1,3,3,1,0,3,28,21,0,0,0,14,0,No,I went to some parties,No,46.666666666666664,5.43044444444444,7,Male,-12.417611741160776,0,6.666,1
iJ7j9hyJx9,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,7,3,0,3,0,0,3,1,2,2,0,0,0,14,0,40,64,54,50,25,30,50,More people are eating less meat,2,19,Male,No,st_text,text,static,48,74,52,49,4,3,0,3,0,1,3,2,2,2,1,0,0,14,0,No,It didn't change because I didn't plan to reduce my consumption,No,35,-6.236222222222224,9,Male,-20.417611741160776,0,32.237,1
iJTOT8mKda,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,28,0,0,0,0,1,0,3,21,6,0,2,0,14,0,27,58,52,50,10,25,50,People are eating about the same amount of meat,3,21,Female,No,none,none,none,50,75,51,50,14,1,0,0,0,0,0,2,14,14,0,2,0,4,0,No,Consumed usual one meal a week containing meat.,No,28.333333333333332,-12.902888888888892,1,Female,-18.417611741160776,0,4.135,1
IlaZecggU1,"Yes, I am over 18 years old, and I consent to take part in this study",Irish,NA,Yes,3,3,0,1,2,1,1,1,5,5,2,2,0,2,1,21,43,52,44,39,38,37,People are eating about the same amount of meat,5,38,Male,No,st_text,text,static,16,100,6,64,2,2,0,4,2,2,0,1,14,14,2,0,0,0,0,No,Na,No,38,-3.2362222222222243,8,Male,-1.4176117411607763,0,27.579,1
iLbMxFGh3C,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,4,3,1,0,2,4,2,0,3,5,0,0,0,0,5,77,80,81,44,33,50,50,More people are eating less meat,2,29,Male,No,st_text,text,static,73,73,85,65,6,3,0,0,0,2,0,0,14,7,0,0,0,3,5,No,Kept eating like we normally do,No,44.333333333333336,3.0971111111111114,12,Male,-10.417611741160776,0,17.755,1
ilQwIjzSCO,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,4,4,0,0,3,2,1,1,7,21,2,3,5,7,7,68,77,71,40,27,30,37,More people are eating less meat,3,26,Female,No,dy_graph,visual,dynamic,84,80,73,70,3,5,0,0,1,2,1,2,7,21,4,3,4,14,7,No,Think I ate around the same amount as I usually do,Yes,31.333333333333332,-9.902888888888892,10,Female,-13.417611741160776,0,14.506,1
IMHUUH7zwX,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,2,3,1,1,1,1,0,2,4,3,1,1,0,5,0,80,38,71,50,25,25,50,More people are eating less meat,4,32,Male,No,none,none,none,77,77,52,64,2,4,0,0,0,2,0,1,2,2,0,0,2,7,2,Yes,I am starting to favour vegan fast food over meat fast food products.,Yes,33.333333333333336,-7.902888888888889,7,Male,-7.417611741160776,0,3.65,1
IOzafXaMXY,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,7,14,0,3,2,2,2,4,4,6,1,2,1,6,5,69,83,69,68,40,42,50,Fewer people are eating less meat,3,21,Female,No,dy_text,text,dynamic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,2.7637777777777757,23,Female,-18.417611741160776,0,16.9,0
IozI7kDO2v,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,7,1,0,1,6,2,0,7,2,7,4,0,0,7,0,4,5,7,50,16,8,14,People are eating about the same amount of meat,5,74,Female,No,none,none,none,4,5,3,49,7,0,0,0,2,0,0,14,0,7,5,0,0,2,0,No,NA,No,12.666666666666666,-28.56955555555556,10,Female,34.582388258839224,0,2.72,1
IP0rW9BduN,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,7,7,0,4,4,0,0,1,2,7,7,7,2,4,7,51,64,35,51,33,48,79,More people are eating less meat,2,39,Female,No,dy_text,text,dynamic,49,32,39,90,7,7,0,0,1,3,0,2,3,14,7,4,1,5,7,No,Made no effort to do so,No,53.333333333333336,12.097111111111111,15,Female,-0.41761174116077626,0,7.743,1
IPt30eMu21,"Yes, I am over 18 years old, and I consent to take part in this study",British,Welsh,Yes,5,0,0,0,2,0,0,0,0,0,0,0,0,7,0,49,50,47,50,49,48,70,More people are eating less meat,4,41,Female,No,st_graph,visual,static,0,49,0,52,6,3,0,0,0,3,0,0,0,0,3,0,0,3,0,No,NA,No,55.666666666666664,14.43044444444444,2,Female,1.5823882588392237,0,50.133,1
IPt4ulj1Pu,"Yes, I am over 18 years old, and I consent to take part in this study",British,Scottish,Yes,21,1,0,1,0,1,1,2,14,21,14,7,1,21,0,52,67,67,50,31,33,33,People are eating about the same amount of meat,2,42,Male,No,st_graph,visual,static,47,54,52,74,21,4,0,1,1,0,0,4,21,21,14,5,0,14,0,No,I didnt,No,32.333333333333336,-8.902888888888889,4,Male,2.5823882588392237,0,18.568,1
IpZA6EdhJu,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,1,3,1,1,1,2,1,6,2,21,1,4,0,5,0,29,50,0,50,35,38,45,More people are eating less meat,6,50,Male,No,dy_graph,visual,dynamic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.333333333333336,-1.9028888888888886,9,Male,10.582388258839224,0,28.729,0
iRBpPnRrEV,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,21,2,0,2,1,1,0,3,14,4,0,0,0,14,0,0,0,0,50,10,10,20,People are eating about the same amount of meat,3,60,Male,No,none,none,none,0,0,0,51,3,2,1,1,1,2,0,2,14,4,0,0,0,2,0,No,ate the same as usual,No,13.333333333333334,-27.90288888888889,6,Male,20.582388258839224,0,4.796,1
IsAXbYNJKc,"Yes, I am over 18 years old, and I consent to take part in this study",Chinese,NA,Yes,1,3,0,3,2,1,1,2,14,14,1,2,1,5,0,50,66,71,34,31,11,21,People are eating about the same amount of meat,4,24,Female,No,st_text,text,static,59,49,67,50,2,5,0,3,2,0,1,3,3,2,2,3,1,3,0,No,have just been eating the usual amount of meat,No,21,-20.236222222222224,10,Female,-15.417611741160776,1,3.498,1
iSJPOfwiRd,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,7,3,1,1,1,1,1,5,6,14,5,14,3,7,0,97,94,92,6,33,50,81,More people are eating less meat,4,30,Male,No,st_graph,visual,static,89,93,89,22,7,1,0,0,0,1,0,4,7,7,7,6,4,7,0,Yes,Cut out meat in replacement for eggs and quorn,Yes,54.666666666666664,13.43044444444444,8,Male,-9.417611741160776,0,21.119,1
IubB3tKUJb,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,0,3,0,4,1,4,0,14,1,5,14,4,0,0,14,1,1,1,50,37,37,31,People are eating about the same amount of meat,4,34,Male,No,none,none,none,0,12,0,51,2,3,1,4,6,4,1,7,4,5,7,1,0,5,7,No,I ate as much meat as I usually would.,No,35,-6.236222222222224,12,Male,-5.417611741160776,0,5.623,1
IVBDNrIOI0,"Yes, I am over 18 years old, and I consent to take part in this study",British,Welsh,Yes,5,2,0,2,1,2,0,4,2,7,2,1,0,7,0,63,65,64,51,20,35,49,More people are eating less meat,2,33,Female,No,dy_graph,visual,dynamic,54,64,63,82,7,2,0,2,0,0,0,2,3,7,3,0,0,3,0,No,Same routine and I had meat I needed to use up in the freezer,No,34.666666666666664,-6.56955555555556,7,Female,-6.417611741160776,0,6.487,1
IWXj0x8mcO,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,7,3,0,3,1,3,1,3,4,7,2,4,0,7,0,71,50,61,50,35,44,43,More people are eating less meat,3,22,Male,No,st_text,text,static,50,63,59,51,7,4,0,3,0,3,0,4,6,7,3,4,2,6,0,No,I ate how I have always ate because I dont cook my mum does so I simply eat what she makes,No,40.666666666666664,-0.56955555555556,11,Male,-17.417611741160776,0,17.681,1
Ix5KQr1xmy,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,3,7,1,3,0,0,3,7,2,3,0,3,4,4,14,77,87,31,36,33,36,50,More people are eating less meat,3,22,Female,No,st_graph,visual,static,83,84,80,32,3,1,0,7,0,0,0,3,2,7,0,0,7,3,4,Yes,I have ate more quorn than meat this week,Yes,39.666666666666664,-1.56955555555556,14,Female,-17.417611741160776,0,22.603,1
IzA86pReY6,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,1,2,0,1,0,1,0,0,1,2,0,1,0,3,0,34,62,53,51,40,45,60,More people are eating less meat,3,22,Female,No,st_text,text,static,51,71,62,50,1,2,0,0,4,1,0,1,3,3,0,1,1,2,0,No,I have been eating regularly without any active attempts to reduce meat consumption.,No,48.333333333333336,7.097111111111111,4,Female,-17.417611741160776,0,7.301,1
J042yHICRJ,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,4,3,0,2,2,0,0,2,6,5,3,0,0,3,0,49,72,69,35,20,25,28,More people are eating less meat,3,49,Female,No,none,none,none,39,63,44,50,3,2,0,3,0,2,0,3,4,4,3,0,0,4,0,No,I ate the same amount as i always do,No,24.333333333333332,-16.902888888888892,7,Female,9.582388258839224,0,4.512,1
J2sz4CXK3w,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,14,6,2,2,2,1,1,3,14,21,6,6,3,14,5,67,58,71,39,34,53,64,More people are eating less meat,5,36,Female,No,dy_text,text,dynamic,68,65,69,38,14,5,2,2,2,1,1,4,14,7,5,4,4,7,5,No,it has been the same for a few months,No,50.333333333333336,9.097111111111111,14,Female,-3.4176117411607763,0,12.432,1
J2WMvjSHo1,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,6,1,1,3,0,0,1,2,4,4,4,2,1,3,3,85,82,86,23,45,55,70,More people are eating less meat,4,50,Other,No,none,none,none,85,33,77,20,4,3,2,3,1,1,1,2,5,5,5,4,3,4,3,Yes,the need to reduce consumption.,Yes,56.666666666666664,15.43044444444444,6,NA,10.582388258839224,0,17.076,1
J3TMA9cazz,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,14,1,0,2,2,1,0,5,21,14,6,3,1,14,0,93,89,92,58,33,36,45,More people are eating less meat,4,51,Male,No,dy_graph,visual,dynamic,84,81,90,10,5,0,0,4,1,0,0,3,14,21,5,3,3,4,0,Yes,I made an effort to eat more tofu and tempeh.,Yes,38,-3.2362222222222243,6,Male,11.582388258839224,0,13.233,1
j62y0Vf9HT,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,7,2,0,3,1,1,0,4,7,7,2,3,3,3,3,56,60,57,48,53,74,90,More people are eating less meat,4,42,Male,No,st_graph,visual,static,66,31,67,26,3,2,0,2,1,1,0,3,5,5,1,1,1,2,2,No,NA,No,72.33333333333333,31.097111111111104,7,Male,2.5823882588392237,0,20.611,1
j6ffE20Saw,"Yes, I am over 18 years old, and I consent to take part in this study",British,Scottish,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
j6Ka7NmBvz,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,14,2,0,1,1,1,0,2,14,14,1,2,3,14,0,61,68,72,51,70,75,80,More people are eating less meat,1,41,Female,No,dy_text,text,dynamic,69,66,69,50,14,3,0,0,2,0,1,4,14,21,1,1,3,14,0,No,I haven't actively tried to,No,75,33.763777777777776,5,Female,1.5823882588392237,0,9.743,1
j7VMI2NO4Z,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,4,1,0,1,1,1,1,2,4,7,1,0,1,3,0,80,88,76,30,36,33,49,More people are eating less meat,4,61,Male,No,dy_graph,visual,dynamic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.333333333333336,-1.9028888888888886,5,Male,21.582388258839224,0,16.09,0
J7xOxt6HgI,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,14,1,0,0,5,0,0,2,0,21,0,1,0,0,2,0,100,0,50,25,39,40,More people are eating less meat,2,43,Female,No,st_text,text,static,0,52,6,51,28,1,0,0,7,0,0,1,2,14,0,0,0,0,0,No,Following Keto diet,No,34.666666666666664,-6.56955555555556,6,Female,3.5823882588392237,0,9.925,1
J7xyerbdxW,"Yes, I am over 18 years old, and I consent to take part in this study",British,Scottish,Yes,14,3,1,2,1,1,0,2,7,14,1,1,0,6,0,72,81,72,72,40,50,65,More people are eating less meat,4,52,Female,No,none,none,none,33,51,52,81,2,2,1,2,0,1,0,2,7,14,1,1,0,5,0,No,I wasnt trying to reduce it,No,51.666666666666664,10.43044444444444,8,Female,12.582388258839224,0,3.031,1
J8DcFw9Ggp,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,5,1,0,0,1,1,0,1,7,7,1,1,0,2,1,50,49,51,51,35,50,40,Fewer people are eating less meat,4,40,Female,No,dy_graph,visual,dynamic,48,82,77,52,2,1,0,0,0,0,0,1,7,7,1,1,0,1,0,Yes,I have tried to be more healthier this week and mainly eat vegetables,Yes,41.666666666666664,0.43044444444443997,3,Female,0.5823882588392237,0,15.795,1
j8ptbf5B05,"Yes, I am over 18 years old, and I consent to take part in this study",British,Scottish,Yes,7,3,1,1,1,2,1,1,14,7,1,1,1,4,2,49,50,50,50,55,65,75,More people are eating less meat,4,56,Female,No,none,none,none,49,69,65,38,1,4,1,0,2,0,0,1,6,3,1,1,0,3,1,Yes,I did not eat as much red meet as I normally do and had more fruit and veg,Yes,65,23.763777777777776,9,Female,16.582388258839224,0,6.834,1
JA3h6G2fAi,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,7,1,0,1,1,1,0,1,0,14,7,1,1,0,1,22,66,26,51,8,9,30,More people are eating less meat,2,66,Male,No,st_text,text,static,33,61,52,48,7,1,0,3,1,1,0,1,0,7,6,0,0,2,0,No,"Meat is available, relatively cheap and you have to eat something",No,15.666666666666666,-25.56955555555556,4,Male,26.582388258839224,0,26.223,1
jbALIEnUHx,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,2,2,1,1,2,0,1,2,4,4,0,1,0,3,0,50,51,50,50,33,33,33,More people are eating less meat,4,35,Male,No,dy_text,text,dynamic,69,51,71,51,3,2,0,1,2,2,1,3,4,5,0,2,0,5,0,No,I normally eat about this much meat generally.,No,33,-8.236222222222224,7,Male,-4.417611741160776,0,11.688,1
jBjc4QRCe1,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,7,6,0,1,1,3,0,0,1,7,0,0,0,0,0,26,51,8,50,58,78,86,People are eating about the same amount of meat,1,25,Female,No,st_text,text,static,27,52,50,51,3,3,0,2,0,1,0,0,0,3,0,0,0,3,0,No,I didn't try to,No,74,32.763777777777776,11,Female,-14.417611741160776,1,4.781,1
JBM4cXG99l,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,4,5,0,1,0,2,0,1,1,4,0,2,0,7,6,74,100,29,51,63,70,51,More people are eating less meat,2,30,Female,No,st_text,text,static,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.333333333333336,20.09711111111111,8,Female,-9.417611741160776,0,12.2,0
jC3wXBVEEN,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,14,2,0,1,1,1,0,3,4,4,4,0,0,3,0,30,9,49,18,54,50,72,More people are eating less meat,4,27,Female,No,none,none,none,61,51,0,75,4,4,1,1,1,2,2,1,3,3,0,0,0,2,0,No,Because I have bought what I usually buy and ate everything,No,58.666666666666664,17.43044444444444,5,Female,-12.417611741160776,0,5.373,1
JCCc2pMQ0w,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,7,0,0,1,0,0,0,6,7,7,1,4,0,7,0,100,100,100,0,38,44,50,More people are eating less meat,6,65,Male,No,none,none,none,84,100,79,16,7,0,0,0,0,0,0,5,7,4,1,4,1,7,0,Yes,I had plant based sausages,Yes,44,2.7637777777777757,1,Male,25.582388258839224,0,10.267,1
jcGmPA0SqX,"Yes, I am over 18 years old, and I consent to take part in this study",British,Scottish,Yes,5,1,0,2,1,1,0,1,3,6,1,1,0,14,0,3,2,3,50,19,25,32,More people are eating less meat,5,68,Female,No,dy_graph,visual,dynamic,0,0,4,51,3,3,0,1,0,0,0,0,1,3,0,0,1,4,0,NA,NA,NA,25.333333333333332,-15.902888888888892,5,Female,28.582388258839224,0,27.138,1
jcP6UOyimL,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,21,5,1,6,1,4,0,6,28,14,4,0,0,0,0,5,15,1,52,33,39,54,More people are eating less meat,4,34,Male,No,dy_text,text,dynamic,11,5,6,50,7,3,0,4,0,1,0,5,21,14,2,0,0,4,0,No,NA,No,42,0.7637777777777757,17,Male,-5.417611741160776,0,10.419,1
Jf058tSAqi,"Yes, I am over 18 years old, and I consent to take part in this study",British,Welsh,Yes,7,1,0,3,1,0,0,0,7,7,0,3,2,5,0,82,98,94,50,34,42,55,More people are eating less meat,5,64,Male,No,dy_graph,visual,dynamic,87,93,94,34,7,3,0,2,0,0,0,0,4,5,1,3,0,5,0,Yes,"Less chicken, more veggie meals.",Yes,43.666666666666664,2.43044444444444,5,Male,24.582388258839224,0,15.901,1
jfbLxOLXmB,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,7,2,0,3,1,3,0,3,7,7,0,2,0,5,0,17,50,19,50,11,21,39,People are eating about the same amount of meat,2,66,Male,No,st_text,text,static,30,23,29,53,7,2,0,1,0,1,0,1,7,7,0,2,0,2,0,No,no desire to,No,23.666666666666668,-17.569555555555556,9,Male,26.582388258839224,0,11.183,1
jGkIQXvGld,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,3,2,0,3,0,0,0,2,2,2,1,0,1,1,0,67,85,73,52,64,70,81,More people are eating less meat,5,52,Female,No,st_graph,visual,static,41,89,76,50,3,0,0,4,1,2,0,0,7,5,1,0,0,1,0,No,because i only have chicken and ham in the house to eat,No,71.66666666666667,30.430444444444447,5,Female,12.582388258839224,0,6.653,1
jgsZpobBKL,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,14,3,0,1,2,2,0,4,0,14,0,1,0,7,0,50,70,51,52,25,25,38,More people are eating less meat,4,50,Female,No,dy_text,text,dynamic,51,70,70,51,7,2,0,1,1,0,0,3,0,7,0,0,0,7,0,No,had meat every night for my evening meal,No,29.333333333333332,-11.902888888888892,8,Female,10.582388258839224,0,6.247,1
jhFhnG7XKW,"Yes, I am over 18 years old, and I consent to take part in this study",British,Scottish,Yes,14,3,0,1,3,3,0,2,4,7,2,2,0,14,1,79,83,75,33,38,42,56,More people are eating less meat,3,43,Male,No,dy_graph,visual,dynamic,84,75,85,36,14,2,0,0,0,1,0,2,4,7,2,1,0,14,0,Yes,I eat a few meals that had no meat cotent at all,Yes,45.333333333333336,4.097111111111111,10,Male,3.5823882588392237,0,30.917,1
JHNNXDxSKZ,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,2,2,1,2,1,1,1,1,5,5,1,4,1,4,0,72,80,74,38,40,45,50,More people are eating less meat,3,54,Female,No,st_graph,visual,static,73,73,81,87,4,1,0,3,0,0,1,1,5,5,3,2,1,6,1,Yes,"Coincidence, I shop mostly yellow stickered food.",Yes,45,3.7637777777777757,8,Female,14.582388258839224,0,24.818,1
JIUDVsr1LR,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,1,5,0,1,1,1,0,0,3,6,0,0,0,3,2,56,71,60,68,27,31,40,More people are eating less meat,2,27,Female,No,none,none,none,50,69,63,42,0,4,0,1,1,0,0,0,3,4,0,0,0,3,3,No,I just stuck to my usual meal time routine,No,32.666666666666664,-8.56955555555556,8,Female,-12.417611741160776,0,13.156,1
Jjwa3l0VW8,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,7,1,1,2,0,2,0,1,3,7,2,7,0,7,0,0,0,0,50,33,37,40,More people are eating less meat,4,55,Female,No,dy_text,text,dynamic,0,0,0,51,7,0,0,2,0,2,0,2,7,7,0,0,0,2,0,No,I did not,No,36.666666666666664,-4.56955555555556,6,Female,15.582388258839224,0,11.654,1
jk7eslC2qi,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,14,1,1,1,0,0,0,1,28,28,1,6,4,3,5,68,84,54,50,35,40,54,More people are eating less meat,2,32,Female,No,dy_graph,visual,dynamic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,1.7637777777777757,3,Female,-7.417611741160776,0,20.863,0
Jn22AzpinB,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,7,14,0,2,2,4,0,3,3,4,0,0,0,2,0,49,26,31,50,30,40,65,More people are eating less meat,3,20,Male,No,st_graph,visual,static,52,73,35,68,5,4,4,5,5,5,5,5,5,4,3,4,0,3,4,Yes,I was feeling ill,Yes,45,3.7637777777777757,22,Male,-19.417611741160776,1,1.764,1
jNK5l1Dn2a,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,4,5,0,2,2,3,0,4,14,21,1,5,0,7,0,0,49,0,50,14,17,22,More people are eating less meat,1,32,Female,No,none,none,none,0,58,0,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.666666666666668,-23.569555555555556,12,Female,-7.417611741160776,0,2.668,0
jOa3aXIuL5,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,4,2,0,2,2,1,0,1,7,4,1,3,0,6,0,33,49,42,50,15,15,20,More people are eating less meat,5,33,Male,No,st_text,text,static,42,51,38,51,3,2,0,2,1,2,0,1,7,4,0,2,0,5,0,No,I have no intentions of doing so currently,No,16.666666666666668,-24.569555555555556,7,Male,-6.417611741160776,0,9.272,1
jozQFOIQlx,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,7,7,0,5,3,3,0,2,5,6,6,5,3,6,0,51,72,60,33,30,30,60,More people are eating less meat,3,38,Male,No,dy_graph,visual,dynamic,48,60,56,49,3,4,0,2,3,3,1,2,3,3,2,1,1,1,1,No,NA,No,40,-1.2362222222222243,18,Male,-1.4176117411607763,0,19.772,1
JrBXXUaJ5p,"Yes, I am over 18 years old, and I consent to take part in this study",British,English,Yes,5,2,1,3,1,1,1,4,5,2,0,1,0,1,0,2,43,8,49,31,25,51,More people are eating less meat,5,66,Male,No,st_text,text,static,13,50,13,49,4,2,0,2,1,0,1,4,5,1,0,0,0,2,0,No,i did not change my diet,No,35.666666666666664,-5.56955555555556,9,Male,26.582388258839224,0,10.685,1
